label,x1,y1,height,width,source,file_name,analyzed_labels,taxonomy_label,target
percussion drill,0.0,0.0,192.0,1003.0,wikimedia,8360_1711566362330_percussion drill.png,"['percussion', 'drill']",specialized,9
reciprocating saw,0.0,0.0,685.0,907.0,user,8361_1711599578011_reciprocating saw.png,"['reciprocating', 'saw']",processes,6
sabre saw,0.0,0.0,1232.0,1632.0,wikimedia,8362_1711599578011_sabre saw.png,"['sabre', 'saw']",tools,10
flame,0.0,0.0,0.0,0.0,user,8363_1711553374090_flame.png,['flame'],electrical,0
induction heating,0.0,0.0,150.0,200.0,wikimedia,8364_1711553374090_induction heating.png,"['induction', 'heating']",processes,6
oxyacetylene cutting torch,0.0,0.0,605.0,907.0,user,8365_1711568901697_oxyacetylene cutting torch.png,"['oxyacetylene', 'cutting', 'torch']",processes,6
welder,0.0,0.0,2000.0,3000.0,wikimedia,8366_1711568901697_welder.png,['welder'],maintenance,3
wind mill,0.0,0.0,1200.0,800.0,user,8367_1711608527298_wind mill.png,"['wind', 'mill']",electrical,0
from woltersum,0.0,0.0,1200.0,800.0,wikimedia,8368_1711608527298_from woltersum.png,"['from', 'woltersum']",safety,8
light,647.0,273.0,312.0,261.0,user,8369_1711569745999_light.png,['light'],quality,7
desk light,647.0,273.0,312.0,261.0,user,8370_1711569745999_desk light.png,"['desk', 'light']",maintenance,3
glass,278.0,300.0,343.0,342.0,user,8371_1711569745999_glass.png,['glass'],materials,4
magnifying glass,278.0,300.0,343.0,342.0,user,8372_1711569745999_magnifying glass.png,"['magnifying', 'glass']",materials,4
goldsmithing,0.0,0.0,6000.0,4000.0,wikimedia,8373_1711569745999_goldsmithing.png,['goldsmithing'],electrical,0
disassembled gearbox,0.0,0.0,680.0,907.0,user,8374_1711619281799_disassembled gearbox.png,"['disassembled', 'gearbox']",fasteners,1
tapered roller bearing,0.0,0.0,1728.0,2304.0,wikimedia,8375_1711619281799_tapered roller bearing.png,"['tapered', 'roller', 'bearing']",machines,2
pruning shear replacement part,0.0,0.0,1019.0,891.0,user,8376_1711600650421_pruning shear replacement part.png,"['pruning', 'shear', 'replacement', 'part']",processes,6
secateur,0.0,0.0,1848.0,1616.0,wikimedia,8377_1711600650421_secateur.png,['secateur'],tools,10
caliper,0.0,0.0,600.0,419.0,user,8378_1711553162082_caliper.png,['caliper'],quality,7
metalworking tool,0.0,0.0,600.0,419.0,wikimedia,8379_1711553162082_metalworking tool.png,"['metalworking', 'tool']",materials,4
gate,0.0,0.0,592.0,891.0,user,8380_1711584016981_gate.png,['gate'],safety,8
wooden nail,0.0,0.0,2848.0,4288.0,wikimedia,8381_1711584016981_wooden nail.png,"['wooden', 'nail']",materials,4
nail,0.0,0.0,605.0,907.0,user,8382_1711583946296_nail.png,['nail'],tools,10
tack,0.0,0.0,605.0,907.0,user,8383_1711583946296_tack.png,['tack'],materials,4
metal nail,0.0,0.0,3648.0,5472.0,wikimedia,8384_1711583946296_metal nail.png,"['metal', 'nail']",materials,4
sanding disc pad,0.0,0.0,1210.0,907.0,user,8385_1711585672260_sanding disc pad.png,"['sanding', 'disc', 'pad']",quality,7
abrasive disc,0.0,0.0,2592.0,1944.0,wikimedia,8386_1711585672260_abrasive disc.png,"['abrasive', 'disc']",quality,7
dreamed sanding tool,21.0,25.0,400.0,569.0,user,8387_1711597186949_dreamed sanding tool.png,"['dreamed', 'sanding', 'tool']",tools,10
sanding disk,535.0,321.0,338.0,358.0,user,8388_1711597186949_sanding disk.png,"['sanding', 'disk']",machines,2
dental drill and bit,0.0,0.0,1491.0,2016.0,wikimedia,8389_1711597186949_dental drill and bit.png,"['dental', 'drill', 'and', 'bit']",maintenance,3
shovel,477.0,477.0,203.0,164.0,user,8390_1711574795427_shovel.png,['shovel'],tools,10
grinder,0.0,0.0,3000.0,2460.0,wikimedia,8391_1711574795427_grinder.png,['grinder'],tools,10
drill pres,0.0,0.0,680.0,907.0,user,8392_1711570693753_drill pres.png,"['drill', 'pres']",machines,2
milling machine,0.0,0.0,2304.0,3072.0,wikimedia,8393_1711570693753_milling machine.png,"['milling', 'machine']",processes,6
crucible,114.0,0.0,549.0,449.0,user,8394_1711569688792_crucible.png,['crucible'],specialized,9
crucible on crane,114.0,0.0,549.0,449.0,user,8395_1711569688792_crucible on crane.png,"['crucible', 'on', 'crane']",quality,7
crucible in factory,114.0,0.0,549.0,449.0,user,8396_1711569688792_crucible in factory.png,"['crucible', 'in', 'factory']",machines,2
crucible on crane in factory,114.0,0.0,549.0,449.0,user,8397_1711569688792_crucible on crane in factory.png,"['crucible', 'on', 'crane', 'in', 'factory']",quality,7
steelteeming ladle,0.0,0.0,819.0,800.0,wikimedia,8398_1711569688792_steelteeming ladle.png,"['steelteeming', 'ladle']",materials,4
machine screw,0.0,0.0,377.0,735.0,user,8399_1711592933096_machine screw.png,"['machine', 'screw']",machines,2
machine screw,0.0,0.0,377.0,735.0,wikimedia,8400_1711592933096_machine screw.png,"['machine', 'screw']",machines,2
block,0.0,0.0,1361.0,907.0,user,8401_1711623159398_block.png,['block'],machines,2
metal movable type in best france,0.0,0.0,4000.0,6000.0,wikimedia,8402_1711623159398_metal movable type in best france.png,"['metal', 'movable', 'type', 'in', 'best', 'france']",materials,4
welder,0.0,0.0,594.0,891.0,user,8403_1711568906396_welder.png,['welder'],maintenance,3
welder,0.0,0.0,3744.0,5616.0,wikimedia,8404_1711568906396_welder.png,['welder'],maintenance,3
pallet,505.0,329.0,88.0,173.0,user,8405_1711598566952_pallet.png,['pallet'],tools,10
pallet,257.0,339.0,50.0,50.0,user,8406_1711598566952_pallet.png,['pallet'],tools,10
olein steel,0.0,0.0,2592.0,3888.0,wikimedia,8407_1711598566952_olein steel.png,"['olein', 'steel']",materials,4
forging hammer,0.0,0.0,680.0,907.0,user,8408_1711569418640_forging hammer.png,"['forging', 'hammer']",tools,10
forging hammer,0.0,0.0,1200.0,1600.0,wikimedia,8409_1711569418640_forging hammer.png,"['forging', 'hammer']",tools,10
hydraulic boom arm,416.0,47.0,416.0,473.0,user,8410_1711600569731_hydraulic boom arm.png,"['hydraulic', 'boom', 'arm']",electrical,0
wrecker,416.0,47.0,416.0,473.0,user,8411_1711600569731_wrecker.png,['wrecker'],safety,8
demolition shears,0.0,0.0,3373.0,5059.0,wikimedia,8412_1711600569731_demolition shears.png,"['demolition', 'shears']",maintenance,3
heat torch,268.0,303.0,284.0,622.0,user,8413_1711580861275_heat torch.png,"['heat', 'torch']",electrical,0
thermal lance,0.0,0.0,2445.0,3682.0,wikimedia,8414_1711580861275_thermal lance.png,"['thermal', 'lance']",electrical,0
wire cutter,0.0,0.0,668.0,891.0,user,8415_1711600898473_wire cutter.png,"['wire', 'cutter']",electrical,0
diagonal cutter,0.0,0.0,1536.0,2048.0,wikimedia,8416_1711600898473_diagonal cutter.png,"['diagonal', 'cutter']",tools,10
a tank,569.0,191.0,220.0,136.0,user,8417_1711574000839_a tank.png,"['a', 'tank']",machines,2
oxygen tank,569.0,191.0,220.0,136.0,user,8418_1711574000839_oxygen tank.png,"['oxygen', 'tank']",electrical,0
ga tank,101.0,123.0,242.0,105.0,user,8419_1711574000839_ga tank.png,"['ga', 'tank']",quality,7
oxygen tank,101.0,123.0,242.0,105.0,user,8420_1711574000839_oxygen tank.png,"['oxygen', 'tank']",electrical,0
core sample,0.0,0.0,1466.0,2246.0,wikimedia,8421_1711574000839_core sample.png,"['core', 'sample']",materials,4
hydraulic cutter,0.0,0.0,605.0,907.0,user,8422_1711600205778_hydraulic cutter.png,"['hydraulic', 'cutter']",electrical,0
jaw of life,0.0,0.0,605.0,907.0,user,8423_1711600205778_jaw of life.png,"['jaw', 'of', 'life']",quality,7
hydraulic extrication cutter,0.0,0.0,3456.0,5184.0,wikimedia,8424_1711600205778_hydraulic extrication cutter.png,"['hydraulic', 'extrication', 'cutter']",electrical,0
analogue gauge,568.0,720.0,234.0,228.0,user,8425_1711600955911_analogue gauge.png,"['analogue', 'gauge']",electrical,0
chain support,286.0,206.0,497.0,190.0,user,8426_1711600955911_chain support.png,"['chain', 'support']",machines,2
large machine,0.0,0.0,891.0,654.0,user,8427_1711600955911_large machine.png,"['large', 'machine']",specialized,9
hydraulic press,0.0,0.0,2640.0,1938.0,wikimedia,8428_1711600955911_hydraulic press.png,"['hydraulic', 'press']",electrical,0
paper cutter,0.0,0.0,891.0,891.0,user,8429_1711586395824_paper cutter.png,"['paper', 'cutter']",materials,4
paper cutter,0.0,0.0,1800.0,1800.0,wikimedia,8430_1711586395824_paper cutter.png,"['paper', 'cutter']",materials,4
electrical device,0.0,0.0,457.0,610.0,user,8431_1711602937545_electrical device.png,"['electrical', 'device']",electrical,0
terminal block,0.0,0.0,457.0,610.0,user,8432_1711602937545_terminal block.png,"['terminal', 'block']",maintenance,3
vintage electronic,0.0,0.0,457.0,610.0,user,8433_1711602937545_vintage electronic.png,"['vintage', 'electronic']",quality,7
wiring device,0.0,0.0,457.0,610.0,user,8434_1711602937545_wiring device.png,"['wiring', 'device']",processes,6
connection box,0.0,0.0,457.0,610.0,user,8435_1711602937545_connection box.png,"['connection', 'box']",safety,8
electrical terminal,0.0,0.0,457.0,610.0,user,8436_1711602937545_electrical terminal.png,"['electrical', 'terminal']",electrical,0
distribution box,0.0,0.0,457.0,610.0,user,8437_1711602937545_distribution box.png,"['distribution', 'box']",quality,7
hole saw kit,0.0,0.0,1026.0,891.0,user,8438_1711599405719_hole saw kit.png,"['hole', 'saw', 'kit']",tools,10
mikromat lochkreissgen,0.0,0.0,1130.0,982.0,wikimedia,8439_1711599405719_mikromat lochkreissgen.png,"['mikromat', 'lochkreissgen']",miscellaneous,5
hand tool,0.0,0.0,680.0,907.0,user,8440_1711554591331_hand tool.png,"['hand', 'tool']",machines,2
tool,0.0,0.0,680.0,907.0,user,8441_1711554591331_tool.png,['tool'],tools,10
draw plate,0.0,0.0,3240.0,4320.0,wikimedia,8442_1711554591331_draw plate.png,"['draw', 'plate']",quality,7
drill bit,0.0,0.0,510.0,907.0,user,8443_1711604226949_drill bit.png,"['drill', 'bit']",machines,2
driver bit,0.0,0.0,510.0,907.0,user,8444_1711604226949_driver bit.png,"['driver', 'bit']",safety,8
screwdriver bit,0.0,0.0,1080.0,1920.0,wikimedia,8445_1711604226949_screwdriver bit.png,"['screwdriver', 'bit']",fasteners,1
screwdriver,41.0,281.0,192.0,672.0,user,8446_1711593337126_screwdriver.png,['screwdriver'],fasteners,1
screwdriver,0.0,0.0,530.0,815.0,wikimedia,8447_1711593337126_screwdriver.png,['screwdriver'],fasteners,1
loop,0.0,0.0,705.0,907.0,user,8448_1711602735010_loop.png,['loop'],specialized,9
milline,0.0,0.0,3270.0,4207.0,wikimedia,8449_1711602735010_milline.png,['milline'],machines,2
tape,0.0,0.0,683.0,907.0,user,8450_1711581789788_tape.png,['tape'],materials,4
adhesive tape,0.0,0.0,3072.0,4080.0,wikimedia,8451_1711581789788_adhesive tape.png,"['adhesive', 'tape']",fasteners,1
paper cutter,45.0,17.0,437.0,820.0,user,8452_1711586394573_paper cutter.png,"['paper', 'cutter']",materials,4
paper cutter,0.0,0.0,900.0,1700.0,wikimedia,8453_1711586394573_paper cutter.png,"['paper', 'cutter']",materials,4
metal lather tool,0.0,0.0,367.0,600.0,user,8454_1711553190451_metal lather tool.png,"['metal', 'lather', 'tool']",materials,4
metalworking tool,0.0,0.0,367.0,600.0,wikimedia,8455_1711553190451_metalworking tool.png,"['metalworking', 'tool']",materials,4
bridge,2.0,159.0,79.0,890.0,user,8456_1711616145223_bridge.png,['bridge'],maintenance,3
lock,1.0,246.0,347.0,891.0,user,8457_1711616145223_lock.png,['lock'],safety,8
fence,1.0,246.0,347.0,891.0,user,8458_1711616145223_fence.png,['fence'],safety,8
love padlock,0.0,0.0,3056.0,4592.0,wikimedia,8459_1711616145223_love padlock.png,"['love', 'padlock']",quality,7
nameplate,0.0,0.0,501.0,891.0,user,8460_1711571325747_nameplate.png,['nameplate'],machines,2
patent information,0.0,0.0,501.0,891.0,user,8461_1711571325747_patent information.png,"['patent', 'information']",materials,4
lathe information,0.0,0.0,501.0,891.0,user,8462_1711571325747_lathe information.png,"['lathe', 'information']",machines,2
aluminum casting,0.0,0.0,1600.0,2400.0,wikimedia,8463_1711571325747_aluminum casting.png,"['aluminum', 'casting']",materials,4
lightbulb,4.0,14.0,144.0,496.0,user,8464_1711593003245_lightbulb.png,['lightbulb'],electrical,0
prison screw,0.0,0.0,158.0,499.0,wikimedia,8465_1711593003245_prison screw.png,"['prison', 'screw']",safety,8
chili head screwdriver,275.0,371.0,225.0,590.0,user,8466_1711593332136_chili head screwdriver.png,"['chili', 'head', 'screwdriver']",machines,2
screwdriver,275.0,371.0,225.0,590.0,user,8467_1711593332136_screwdriver.png,['screwdriver'],fasteners,1
hand tool,275.0,371.0,225.0,590.0,user,8468_1711593332136_hand tool.png,"['hand', 'tool']",machines,2
screwdriver,0.0,0.0,3456.0,5184.0,wikimedia,8469_1711593332136_screwdriver.png,['screwdriver'],fasteners,1
window,0.0,0.0,350.0,444.0,user,8470_1711605792657_window.png,['window'],tools,10
shutter dog in israel,0.0,0.0,2592.0,3888.0,wikimedia,8471_1711605792657_shutter dog in israel.png,"['shutter', 'dog', 'in', 'israel']",safety,8
milling machine,0.0,0.0,547.0,550.0,user,8472_1711587073952_milling machine.png,"['milling', 'machine']",processes,6
sedan machine tool plant,0.0,0.0,547.0,550.0,wikimedia,8473_1711587073952_sedan machine tool plant.png,"['sedan', 'machine', 'tool', 'plant']",machines,2
machine screw,0.0,0.0,510.0,907.0,user,8474_1711581652402_machine screw.png,"['machine', 'screw']",machines,2
combination drive machine screw,0.0,0.0,510.0,907.0,user,8475_1711581652402_combination drive machine screw.png,"['combination', 'drive', 'machine', 'screw']",quality,7
screw,0.0,0.0,616.0,1096.0,wikimedia,8476_1711581652402_screw.png,['screw'],fasteners,1
chainsaw,375.0,329.0,80.0,236.0,user,8477_1711609612792_chainsaw.png,['chainsaw'],machines,2
still chainsaw,0.0,0.0,3456.0,4608.0,wikimedia,8478_1711609612792_still chainsaw.png,"['still', 'chainsaw']",quality,7
drill bit,0.0,0.0,1272.0,462.0,user,8479_1711585422373_drill bit.png,"['drill', 'bit']",machines,2
drill bit,0.0,0.0,1272.0,462.0,wikimedia,8480_1711585422373_drill bit.png,"['drill', 'bit']",machines,2
scissors,0.0,0.0,1000.0,600.0,user,8481_1711611555076_scissors.png,['scissors'],tools,10
fabric scissor,0.0,0.0,1000.0,600.0,user,8482_1711611555076_fabric scissor.png,"['fabric', 'scissor']",processes,6
tailor scissors,0.0,0.0,1000.0,600.0,wikimedia,8483_1711611555076_tailor scissors.png,"['tailor', 'scissors']",specialized,9
steel coil,515.0,299.0,117.0,130.0,user,8484_1711589471601_steel coil.png,"['steel', 'coil']",materials,4
steel coil stock,515.0,299.0,117.0,130.0,user,8485_1711589471601_steel coil stock.png,"['steel', 'coil', 'stock']",materials,4
flat rail car,148.0,262.0,355.0,540.0,user,8486_1711589471601_flat rail car.png,"['flat', 'rail', 'car']",quality,7
rail car with steel,148.0,262.0,355.0,540.0,user,8487_1711589471601_rail car with steel.png,"['rail', 'car', 'with', 'steel']",materials,4
rolling stock,148.0,262.0,355.0,540.0,user,8488_1711589471601_rolling stock.png,"['rolling', 'stock']",processes,6
coil railway wagon,0.0,0.0,3024.0,4032.0,wikimedia,8489_1711589471601_coil railway wagon.png,"['coil', 'railway', 'wagon']",electrical,0
dye cut pres,0.0,0.0,501.0,639.0,user,8490_1711567486741_dye cut pres.png,"['dye', 'cut', 'pres']",materials,4
machinist,0.0,0.0,2233.0,2850.0,wikimedia,8491_1711567486741_machinist.png,['machinist'],maintenance,3
tape,0.0,0.0,668.0,891.0,user,8492_1711604795123_tape.png,['tape'],materials,4
green masking tape,0.0,0.0,1824.0,2432.0,wikimedia,8493_1711604795123_green masking tape.png,"['green', 'masking', 'tape']",quality,7
bicycle,24.0,110.0,451.0,865.0,user,8494_1711605838530_bicycle.png,['bicycle'],maintenance,3
car,336.0,0.0,328.0,571.0,user,8495_1711605838530_car.png,['car'],tools,10
car,0.0,0.0,271.0,119.0,user,8496_1711605838530_car.png,['car'],tools,10
bicycle chain lock,0.0,0.0,585.0,907.0,wikimedia,8497_1711605838530_bicycle chain lock.png,"['bicycle', 'chain', 'lock']",maintenance,3
bicycle,48.0,311.0,589.0,773.0,user,8498_1711605832663_bicycle.png,['bicycle'],maintenance,3
bicycle cable lock,0.0,0.0,2103.0,2001.0,wikimedia,8499_1711605832663_bicycle cable lock.png,"['bicycle', 'cable', 'lock']",maintenance,3
bolt cutter,361.0,498.0,314.0,165.0,user,8500_1711588504772_bolt cutter.png,"['bolt', 'cutter']",fasteners,1
bolt cutter,0.0,0.0,900.0,599.0,wikimedia,8501_1711588504772_bolt cutter.png,"['bolt', 'cutter']",fasteners,1
soldering station,0.0,0.0,605.0,907.0,user,8502_1711571038701_soldering station.png,"['soldering', 'station']",fasteners,1
soldering iron stand,0.0,0.0,1945.0,2917.0,wikimedia,8503_1711571038701_soldering iron stand.png,"['soldering', 'iron', 'stand']",fasteners,1
ball bearing,0.0,0.0,728.0,907.0,user,8504_1711603268671_ball bearing.png,"['ball', 'bearing']",quality,7
ball bearing,0.0,0.0,867.0,1081.0,wikimedia,8505_1711603268671_ball bearing.png,"['ball', 'bearing']",quality,7
scissors,0.0,0.0,456.0,907.0,user,8506_1711589109681_scissors.png,['scissors'],tools,10
scissors,0.0,0.0,2670.0,5311.0,wikimedia,8507_1711589109681_scissors.png,['scissors'],tools,10
tool,0.0,0.0,296.0,610.0,user,8508_1711611714965_tool.png,['tool'],tools,10
kitchen tool,0.0,0.0,296.0,610.0,user,8509_1711611714965_kitchen tool.png,"['kitchen', 'tool']",tools,10
citru juicer,0.0,0.0,296.0,610.0,user,8510_1711611714965_citru juicer.png,"['citru', 'juicer']",electrical,0
hand juicer,0.0,0.0,296.0,610.0,user,8511_1711611714965_hand juicer.png,"['hand', 'juicer']",machines,2
lemon squeezer,0.0,0.0,296.0,610.0,user,8512_1711611714965_lemon squeezer.png,"['lemon', 'squeezer']",specialized,9
manual juicer,0.0,0.0,296.0,610.0,user,8513_1711611714965_manual juicer.png,"['manual', 'juicer']",tools,10
fruit pres,0.0,0.0,296.0,610.0,user,8514_1711611714965_fruit pres.png,"['fruit', 'pres']",quality,7
handheld juicer,0.0,0.0,296.0,610.0,user,8515_1711611714965_handheld juicer.png,"['handheld', 'juicer']",machines,2
yellow juicer,0.0,0.0,296.0,610.0,user,8516_1711611714965_yellow juicer.png,"['yellow', 'juicer']",quality,7
kitchen gadget,0.0,0.0,296.0,610.0,user,8517_1711611714965_kitchen gadget.png,"['kitchen', 'gadget']",tools,10
citru lever press,0.0,0.0,2162.0,4450.0,wikimedia,8518_1711611714965_citru lever press.png,"['citru', 'lever', 'press']",tools,10
nail,0.0,0.0,601.0,907.0,user,8519_1711583953912_nail.png,['nail'],tools,10
rusted nail,0.0,0.0,601.0,907.0,user,8520_1711583953912_rusted nail.png,"['rusted', 'nail']",tools,10
rusty nail,0.0,0.0,601.0,907.0,user,8521_1711583953912_rusty nail.png,"['rusty', 'nail']",tools,10
metal nail,0.0,0.0,620.0,936.0,wikimedia,8522_1711583953912_metal nail.png,"['metal', 'nail']",materials,4
caulk gun,0.0,0.0,156.0,891.0,user,8523_1711571032906_caulk gun.png,"['caulk', 'gun']",safety,8
solder sucker,0.0,0.0,172.0,984.0,wikimedia,8524_1711571032906_solder sucker.png,"['solder', 'sucker']",fasteners,1
pres,0.0,0.0,1212.0,907.0,user,8525_1711600979575_pres.png,['pres'],machines,2
hydraulic pres,0.0,0.0,1212.0,907.0,user,8526_1711600979575_hydraulic pres.png,"['hydraulic', 'pres']",electrical,0
hydraulic press,0.0,0.0,3092.0,2314.0,wikimedia,8527_1711600979575_hydraulic press.png,"['hydraulic', 'press']",electrical,0
soldering iron,457.0,0.0,421.0,293.0,user,8528_1711571000022_soldering iron.png,"['soldering', 'iron']",fasteners,1
soldering iron,0.0,0.0,1960.0,3008.0,wikimedia,8529_1711571000022_soldering iron.png,"['soldering', 'iron']",fasteners,1
drill bit,0.0,0.0,104.0,200.0,user,8530_1711604197934_drill bit.png,"['drill', 'bit']",machines,2
screwdriver bit,0.0,0.0,2369.0,4544.0,wikimedia,8531_1711604197934_screwdriver bit.png,"['screwdriver', 'bit']",fasteners,1
drill,412.0,285.0,151.0,171.0,user,8532_1711586207704_drill.png,['drill'],machines,2
battery powered drill,412.0,285.0,151.0,171.0,user,8533_1711586207704_battery powered drill.png,"['battery', 'powered', 'drill']",electrical,0
respirator,191.0,299.0,59.0,50.0,user,8534_1711586207704_respirator.png,['respirator'],electrical,0
ladder,0.0,0.0,402.0,119.0,user,8535_1711586207704_ladder.png,['ladder'],tools,10
cordles drill,0.0,0.0,1500.0,2100.0,wikimedia,8536_1711586207704_cordles drill.png,"['cordles', 'drill']",machines,2
lathe,392.0,102.0,407.0,236.0,user,8537_1711573896521_lathe.png,['lathe'],machines,2
handle,88.0,286.0,214.0,286.0,user,8538_1711573896521_handle.png,['handle'],machines,2
lathe operator,0.0,0.0,833.0,1024.0,wikimedia,8539_1711573896521_lathe operator.png,"['lathe', 'operator']",machines,2
utility vehicle,136.0,14.0,655.0,699.0,user,8540_1711611661229_utility vehicle.png,"['utility', 'vehicle']",maintenance,3
truck,136.0,14.0,655.0,699.0,user,8541_1711611661229_truck.png,['truck'],maintenance,3
wood chipper,136.0,14.0,655.0,699.0,user,8542_1711611661229_wood chipper.png,"['wood', 'chipper']",materials,4
mobile chipper,136.0,14.0,655.0,699.0,user,8543_1711611661229_mobile chipper.png,"['mobile', 'chipper']",machines,2
heinou e mobile chipper,136.0,14.0,655.0,699.0,user,8544_1711611661229_heinou e mobile chipper.png,"['heinou', 'e', 'mobile', 'chipper']",machines,2
selfpropelled wood chipper,0.0,0.0,1536.0,2048.0,wikimedia,8545_1711611661229_selfpropelled wood chipper.png,"['selfpropelled', 'wood', 'chipper']",materials,4
c clamp,433.0,386.0,224.0,431.0,user,8546_1711604620289_c clamp.png,"['c', 'clamp']",machines,2
clamp with screw,0.0,0.0,2112.0,2816.0,wikimedia,8547_1711604620289_clamp with screw.png,"['clamp', 'with', 'screw']",fasteners,1
screen,324.0,201.0,56.0,95.0,user,8548_1711624425076_screen.png,['screen'],quality,7
to,324.0,201.0,56.0,95.0,user,8549_1711624425076_to.png,['to'],quality,7
screen,414.0,196.0,68.0,83.0,user,8550_1711624425076_screen.png,['screen'],quality,7
to,414.0,196.0,68.0,83.0,user,8551_1711624425076_to.png,['to'],quality,7
screen,503.0,203.0,50.0,79.0,user,8552_1711624425076_screen.png,['screen'],quality,7
to,503.0,203.0,50.0,79.0,user,8553_1711624425076_to.png,['to'],quality,7
turnstile,421.0,325.0,86.0,54.0,user,8554_1711624425076_turnstile.png,['turnstile'],specialized,9
gate,421.0,325.0,86.0,54.0,user,8555_1711624425076_gate.png,['gate'],safety,8
turnstile,467.0,335.0,69.0,54.0,user,8556_1711624425076_turnstile.png,['turnstile'],specialized,9
gate,467.0,335.0,69.0,54.0,user,8557_1711624425076_gate.png,['gate'],safety,8
turnstile,509.0,335.0,71.0,53.0,user,8558_1711624425076_turnstile.png,['turnstile'],specialized,9
gate,509.0,335.0,71.0,53.0,user,8559_1711624425076_gate.png,['gate'],safety,8
amazon locker in are dvrycourcouronne,0.0,0.0,3024.0,4032.0,wikimedia,8560_1711624425076_amazon locker in are dvrycourcouronne.png,"['amazon', 'locker', 'in', 'are', 'dvrycourcouronne']",maintenance,3
foundry crucible,105.0,59.0,161.0,131.0,user,8561_1711569674456_foundry crucible.png,"['foundry', 'crucible']",processes,6
foundry crucible,337.0,62.0,107.0,99.0,user,8562_1711569674456_foundry crucible.png,"['foundry', 'crucible']",processes,6
foundry crucible,526.0,56.0,95.0,97.0,user,8563_1711569674456_foundry crucible.png,"['foundry', 'crucible']",processes,6
slag pot,0.0,0.0,1944.0,2592.0,wikimedia,8564_1711569674456_slag pot.png,"['slag', 'pot']",materials,4
snow blower,0.0,0.0,1361.0,907.0,user,8565_1711622441092_snow blower.png,"['snow', 'blower']",machines,2
loader with snow thrower,0.0,0.0,3712.0,5568.0,wikimedia,8566_1711622441092_loader with snow thrower.png,"['loader', 'with', 'snow', 'thrower']",quality,7
goggle,258.0,24.0,54.0,85.0,user,8567_1711568834214_goggle.png,['goggle'],specialized,9
spark,171.0,304.0,175.0,284.0,user,8568_1711568834214_spark.png,['spark'],electrical,0
welder,0.0,0.0,525.0,700.0,wikimedia,8569_1711568834214_welder.png,['welder'],maintenance,3
human machine interface,542.0,130.0,241.0,289.0,user,8570_1711587074364_human machine interface.png,"['human', 'machine', 'interface']",quality,7
sedan machine tool plant,0.0,0.0,3816.0,4732.0,wikimedia,8571_1711587074364_sedan machine tool plant.png,"['sedan', 'machine', 'tool', 'plant']",machines,2
power drill,290.0,153.0,364.0,395.0,user,8572_1711598090944_power drill.png,"['power', 'drill']",electrical,0
pen,0.0,200.0,70.0,86.0,user,8573_1711598090944_pen.png,['pen'],machines,2
tape measure,32.0,0.0,594.0,192.0,user,8574_1711598090944_tape measure.png,"['tape', 'measure']",materials,4
black pecker v mufti tool plu,0.0,0.0,4000.0,6000.0,wikimedia,8575_1711598090944_black pecker v mufti tool plu.png,"['black', 'pecker', 'v', 'mufti', 'tool', 'plu']",quality,7
fixture,0.0,12.0,388.0,286.0,user,8576_1711598429128_fixture.png,['fixture'],materials,4
steady rest,0.0,0.0,400.0,292.0,wikimedia,8577_1711598429128_steady rest.png,"['steady', 'rest']",quality,7
welding,0.0,0.0,300.0,400.0,user,8578_1711577061054_welding.png,['welding'],processes,6
manual metal arc welding,0.0,0.0,300.0,400.0,wikimedia,8579_1711577061054_manual metal arc welding.png,"['manual', 'metal', 'arc', 'welding']",tools,10
plastic clothe pin,0.0,0.0,667.0,891.0,user,8580_1711596527424_plastic clothe pin.png,"['plastic', 'clothe', 'pin']",materials,4
plastic clothe peg,0.0,0.0,1712.0,2288.0,wikimedia,8581_1711596527424_plastic clothe peg.png,"['plastic', 'clothe', 'peg']",materials,4
light bulb,82.0,35.0,683.0,362.0,user,8582_1711603821312_light bulb.png,"['light', 'bulb']",quality,7
compact fluorescent light bulb with prison screw,0.0,0.0,730.0,502.0,wikimedia,8583_1711603821312_compact fluorescent light bulb with prison screw.png,"['compact', 'fluorescent', 'light', 'bulb', 'with', 'prison', 'screw']",machines,2
chisel,0.0,0.0,600.0,861.0,user,8584_1711587273058_chisel.png,['chisel'],tools,10
bevel edge chisel,0.0,0.0,600.0,861.0,wikimedia,8585_1711587273058_bevel edge chisel.png,"['bevel', 'edge', 'chisel']",quality,7
power drill,397.0,151.0,249.0,229.0,user,8586_1711586186015_power drill.png,"['power', 'drill']",electrical,0
power drill,86.0,112.0,287.0,306.0,user,8587_1711586186015_power drill.png,"['power', 'drill']",electrical,0
drill bit,92.0,124.0,51.0,83.0,user,8588_1711586186015_drill bit.png,"['drill', 'bit']",machines,2
cordles drill,0.0,0.0,2128.0,4608.0,wikimedia,8589_1711586186015_cordles drill.png,"['cordles', 'drill']",machines,2
nut,366.0,223.0,173.0,203.0,user,8590_1711581499579_nut.png,['nut'],fasteners,1
nut hardware,0.0,0.0,2933.0,4400.0,wikimedia,8591_1711581499579_nut hardware.png,"['nut', 'hardware']",fasteners,1
horizontal drilling rig,172.0,43.0,607.0,558.0,user,8592_1711574111095_horizontal drilling rig.png,"['horizontal', 'drilling', 'rig']",processes,6
horizontal drilling machine,172.0,43.0,607.0,558.0,user,8593_1711574111095_horizontal drilling machine.png,"['horizontal', 'drilling', 'machine']",processes,6
